 母公司	 最終母公司	 NPI/PI	 DRSK'		 產品代碼	 發行人	 證券名稱	 幣別	" 參考賣出價
"		" 參考買入價
"	 前手息	 1日價格變動	 利差	 指標	 五日價格變動			 參考買回殖利率	 參考到期殖利率	" 距買
回年"	" 距到
期年"	 穆迪	 穆迪評價日	 標普	 標普評價日	 惠譽	 惠譽評價日	 票息	 配息頻率	 下一配息日	" 票息
Type"	" 浮動
SPREAD"	" 發行日
Issue Date"	 下一買回日	 到期日	" Bullet/
Callable"	 償債順位	 最小單位	 涉險國家	 行業	 產業	 PERPETUAL	" COCO
SECURITY"	" BASEL
III"	" COCO
ACTION"	" COCO
TRIGGER"	" TRIGGER
LEVEL"	" TRIGGER
TYPE"	 WRITE_DOWN_TYPE	" 美國
所得"	 國家	" OBU之
PI /NPI"	 上季風險	 風險等級	 風險變動	" OBU之
PI /NPI"	 風險等級	 outstanding (MM)	 償債順位
				 [NEW-LINE]	 US872898AF83	 TSMC Arizona Corp	TAISEM 3 7/8 04/22/27	USD	96.187		101.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.187 	26 	T 4 1/4 03/15/27	(0.29)			3.49 	3.50 	3.0 	3.1 	Aa3	2022/4/19	AA-	2022/4/19		#VALUE!	3.875	2	2024/4/22	FIXED		2022/4/19	2027/3/22	2027/4/22	C	Sr Unsecured	200000	TW	Semiconductors	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  1,000 	 優先無擔保
				 [NEW-LINE]	 US38141GWB66	 高盛集團	GS 3.85 01/26/27	USD	96.28075409		101.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.004 						3.26 	3.46 	1.9 	2.9 	A2	2021/1/27	BBB+	2017/1/24	A	2017/1/24	3.85	2	2024/7/26	FIXED		2017/1/23	2026/1/26	2027/1/26	C	Sr Unsecured	2000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  3,000 	 優先無擔保
				 [NEW-LINE]	 US606822CV43	 三菱UFJ金融集團公司	MUFG 5.719 02/20/26	USD	99.49460602		104.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.078 						1.10 	3.46 	0.9 	1.9 	A1	2023/2/16	A-	2023/2/15	A-	2023/2/15	5.719	2	2024/8/20	VARIABLE	108	2023/2/15	2025/2/20	2026/2/20	C	Sr Unsecured	200000	JP	Banks	Financial	N									JN	NPI	穩健型	保守型	Y	0	積極型	  1,650 	 優先無擔保
				 [NEW-LINE]	 XS1717770975	 中國進出口銀行	EXIMCH 3 1/4 11/28/27	USD	94.561		99.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.233 							3.42 		3.7 	A1	2017/12/27	A+	2017/12/4		#VALUE!	3.25	2	2024/5/28	FIXED		2017/11/21		2027/11/28	B	Sr Unsecured	200000	CN	Sovereign	Government	N									CH	NPI	穩健型	保守型	Y	NPI	穩健型	  600 	 優先無擔保
	Apple Inc	NPI	 	 [NEW-LINE]	 US037833ET32	 蘋果公司	AAPL 4 05/10/28	USD	97.32365417		102.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.207 	4 	T 4 1/4 02/28/29	(0.30)			3.40 	3.41 	4.1 	4.1 	Aaa	2023/5/8	AA+	2023/5/8		#VALUE!	4	2	2024/5/10	FIXED		2023/5/8	2028/4/10	2028/5/10	C	Sr Unsecured	2000	US	Computers	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  1,500 	 優先無擔保
				 [NEW-LINE]	 USU09513JK68	 寶馬美國資本有限責任公司	BMW 3.45 04/01/27	USD	95.12625885		100.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.190 	17 	T 4 1/4 03/15/27	(0.25)			3.39 	3.39 	2.9 	3.0 	A2	2022/3/31	A	2022/3/30		#VALUE!	3.45	2	2024/4/1	FIXED		2022/3/28	2027/3/1	2027/4/1	C	Sr Unsecured	2000	DE	Auto Manufacturers	Consumer, Cyclical	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  500 	 優先無擔保
				 [NEW-LINE]	 XS1395052639	 渣打集團有限公司	STANLN 4.05 04/12/26	USD	96.483		101.3 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.063 							3.37 		2.1 	A3	2021/7/13	BBB+	2016/4/11	A	2018/9/20	4.05	2	2024/4/12	FIXED		2016/4/7		2026/4/12	B	Sr Unsecured	200000	GB	Banks	Financial	N									EN	NPI	穩健型	保守型	Y	NPI	積極型	  1,278 	 優先無擔保
				 [NEW-LINE]	 US06051GLA57	 美國銀行	BAC 4.827 07/22/26	USD	98.551		103.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.057 						2.32 	3.36 	1.3 	2.3 	A1	2023/5/3	A-	2022/7/20	AA-	2022/7/22	4.827	2	2024/7/22	VARIABLE	175	2022/7/19	2025/7/22	2026/7/22	C	Sr Unsecured	2000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  2,000 	 優先無擔保
				 [NEW-LINE]	 US872898AA96	 TSMC Arizona Corp	TAISEM 1 3/4 10/25/26	USD	91.27787781		96.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.140 	15 	T 4 5/8 02/28/26	(0.20)			3.41 	3.36 	2.5 	2.6 	Aa3	2021/10/19	AA-	2021/10/18		#VALUE!	1.75	2	2024/4/25	FIXED		2021/10/20	2026/9/25	2026/10/25	C	Sr Unsecured	200000	TW	Semiconductors	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  1,250 	 優先無擔保
Mercedes-Benz North America Co	Mercedes-Benz Group AG	NPI	 	 [NEW-LINE]	 USU2339CCQ97	 梅賽德斯-賓士金融北美有限責	MBGGR 3.45 01/06/27	USD	95.287		100.3 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.049 	23 	T 4 1/4 03/15/27	(0.33)				3.35 		2.8 	A2	2023/2/24	A	2023/5/5	A	2023/7/27	3.45	2	2024/7/6	FIXED		2017/1/3		2027/1/6	B	Sr Unsecured	150000	DE	Auto Manufacturers	Consumer, Cyclical	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  750 	 優先無擔保
				 [NEW-LINE]	 US404280BX62	 匯豐控股有限公司	HSBC 4.292 09/12/26	USD	97.46932983		102.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.057 						2.72 	3.34 	1.5 	2.5 	A3	2021/6/8	A-	2020/5/13	A+	2019/12/5	4.292	2	2024/9/12	VARIABLE	160.932	2018/9/5	2025/9/12	2026/9/12	C	Sr Unsecured	200000	GB	Banks	Financial	N									EN	NPI	穩健型	保守型	Y	NPI	積極型	  2,500 	 優先無擔保
	AT&T Inc	NPI	 	 [NEW-LINE]	 US00206RMP46	 AT&T公司	T 5.539 02/20/26	USD	99.37226105		104.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	(0.005)	(2020)	T 4 5/8 02/28/26	(0.05)			(334.63)	3.33 	0.0 	1.9 	Baa2	2023/2/21	BBB	2023/2/16	BBB+	2023/2/16	5.539	2	2024/8/20	FIXED		2023/2/16	2024/4/1	2026/2/20	C	Sr Unsecured	2000	US	Telecommunications	Communications	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  1,750 	 優先無擔保
	NatWest Group PLC	PI	 	 [NEW-LINE]	 US780097BM20	 國民西敏集團公開有限公司	NWG 3.754 11/01/29	USD	97.56517029		102.3 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.014 	110 	T 4 5/8 02/28/26	(0.02)			(0.11)	3.30 	0.6 	5.6 	Baa1	2022/9/22	BBB-	2023/4/12	BBB+	2020/4/1	3.754	2	2024/5/1	VARIABLE	210	2019/10/29	2024/11/1	2029/11/1	C	Subordinated	200000	GB	Banks	Financial	N		Tier 2							EN	NPI	穩健型	保守型	Y	PI	積極型	  750 	 次順位
				 [NEW-LINE]	 US22535EAE77	 法國農業信貸銀行有限責任公司	ACAFP 5.589 07/05/26	USD	100.2550201		105.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.066 							3.30 		2.3 	Aa3	2023/6/29	A+	2023/6/27	AA-	2023/6/29	5.589	2	2024/7/5	FIXED		2023/6/27		2026/7/5	B	Sr Preferred	250000	FR	Banks	Financial	N									FR	NPI	穩健型	保守型	Y	0	穩健型	  1,250 	 優先無擔保
				 [NEW-LINE]	 US22535EAE77	 法國農業信貸銀行有限責任公司	ACAFP 5.589 07/05/26	USD	100.2550201		105.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.066 							3.30 		2.3 	Aa3	2023/6/29	A+	2023/6/27	AA-	2023/6/29	5.589	2	2024/7/5	FIXED		2023/6/27		2026/7/5	B	Sr Preferred	250000	FR	Banks	Financial	N									FR	NPI	穩健型	保守型	Y	0	穩健型	  1,250 	 優先無擔保
				 [NEW-LINE]	 XS2078692014	 渣打集團有限公司	STANLN 3.516 02/12/30	USD	96.32081604		101.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.032 						2.13 	3.29 	0.9 		Baa2	2019/11/11	BBB-	2019/11/11	BBB+	2020/4/17	3.516	2	2024/8/12	VARIABLE	185	2019/11/5	2025/2/12	2030/2/12	C	Subordinated	200000	GB	Banks	Financial	N		Tier 2							EN	NPI	穩健型	保守型	Y	PI	積極型	  1,000 	 次順位
	Citigroup Inc	PI	 	 [NEW-LINE]	 US172967KJ96	 花旗集團	C 4.6 03/09/26	USD	97.76247406		102.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.074 	42 	T 4 5/8 02/28/26	(0.12)				3.23 		2.0 	Baa2	2019/2/21	BBB	2016/3/16	BBB+	2020/4/22	4.6	2	2024/9/9	FIXED		2016/3/1		2026/3/9	B	Subordinated	1000	US	Banks	Financial	N		Tier 2						Y	US	NPI	穩健型	保守型	Y	PI	積極型	  1,500 	 次順位
				 [NEW-LINE]	 US172967KJ96	 花旗集團	C 4.6 03/09/26	USD	97.76247406		102.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.074 							3.23 			Baa2	2019/2/21	BBB	2016/3/16	BBB+	2020/4/22	4.6	2	2024/9/9	FIXED		2016/3/1		2026/3/9	B	Subordinated	1000	US	Banks	Financial	N		Tier 2						Y	US	NPI	穩健型	保守型	Y	PI	積極型	  1,500 	 次順位
	Lloyds Banking Group PLC	PI	 	 [NEW-LINE]	 US539439AM10	 勞埃德銀行集團	LLOYDS 4.582 12/10/25	USD	97.47681427		102.3 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.128 	65 	T 4 5/8 02/28/26	0.18 				3.20 		1.7 	Baa1	2022/7/19	BBB-	2015/11/23	BBB+	2021/5/19	4.582	2	2024/6/10	FIXED		2016/10/7		2025/12/10	B	Subordinated	200000	GB	Banks	Financial	N		Tier 2							EN	NPI	穩健型	保守型	Y	PI	積極型	  1,328 	 次順位
				 [NEW-LINE]	 US025816DE69	 美國運通	AXP 4.99 05/01/26	USD	98.79348755		103.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.032 	20 	T 4 5/8 02/28/26	(0.08)			1.65 	3.19 	1.1 	2.1 	A2	2023/4/27	BBB+	2023/4/27	A	2023/5/1	4.99	2	2024/5/1	VARIABLE	99.9	2023/4/26	2025/5/1	2026/5/1	C	Sr Unsecured	2000	US	Diversified Finan Serv	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  1,250 	 優先無擔保
				 [NEW-LINE]	 US46647PDM59	 摩根大通銀行	JPM 5.546 12/15/25	USD	99.40267181		104.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.034 						(0.06)	3.12 	0.7 	1.7 	A1	2022/12/13	A-	2022/12/12	AA-	2022/12/15	5.546	2	2024/6/15	VARIABLE	107	2022/12/12	2024/12/15	2025/12/15	C	Sr Unsecured	2000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  3,000 	 優先無擔保
United States of America	United States of America	NPI	 	 [NEW-LINE]	 US91282CEF41	 美國國庫債券	T 2 1/2 03/31/27	USD	94.0 		98.5 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.145 	(20)	T 4 1/4 03/15/27	(0.21)				3.02 		3.0 	Aaa	2022/6/24		#VALUE!	AA+u	2023/8/1	2.5	2	2024/3/31	FIXED				2027/3/31	B	Unsecured	100	US	Sovereign	Government	N								Y	US	NPI	穩健型	防禦型	Y	NPI	保守型	  60,495 	 優先無擔保
				 [NEW-LINE]	 USG91139AF57	 TSMC全球有限公司	TAISEM 1 1/4 04/23/26	USD	91.79858398		96.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.070 	7 	T 4 5/8 02/28/26	(0.03)			3.01 	2.94 	2.0 	2.1 	Aa3	2021/4/19	AA-	2021/4/18		#VALUE!	1.25	2	2024/4/23	FIXED		2021/4/20	2026/3/23	2026/4/23	C	Sr Unsecured	200000	TW	Semiconductors	Technology	N									VS	NPI	穩健型	保守型	Y	NPI	保守型	  1,100 	 優先無擔保
	Microsoft Corp	NPI	 	 [NEW-LINE]	 US594918BY93	 微軟	MSFT 3.3 02/06/27	USD	96.0883255		101.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.101 	(24)	T 4 1/4 03/15/27	(0.10)			2.90 	2.93 	2.6 	2.9 	Aaa	2017/1/30	AAA	2017/1/30	WD	2023/1/24	3.3	2	2024/8/6	FIXED		2017/1/30	2026/11/6	2027/2/6	C	Sr Unsecured	2000	US	Software	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  4,000 	 優先無擔保
				 [NEW-LINE]	 USG84228FD51	 渣打集團有限公司	STANLN 3.971 03/30/26	USD	97.35610962		102.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.095 						1.87 	2.89 	1.0 	2.0 	A3	2022/3/30	BBB+	2022/3/29	A	2022/3/29	3.971	2	2024/3/30	VARIABLE	165	2022/3/23	2025/3/30	2026/3/30	C	Sr Unsecured	200000	GB	Banks	Financial	N									EN	NPI	穩健型	保守型	Y	NPI	積極型	  1,000 	 優先無擔保
				 [NEW-LINE]	 US46647PCZ71	 摩根大通銀行	JPM 4.08 04/26/26	USD	97.76190948		102.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.049 						1.67 	2.80 	1.1 	2.1 	A1	2022/9/29	A-	2022/4/20	AA-	2022/9/19	4.08	2	2024/4/26	VARIABLE	132	2022/4/19	2025/4/26	2026/4/26	C	Sr Unsecured	2000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  3,000 	 優先無擔保
				 [NEW-LINE]	 US025816DC04	 美國運通	AXP 4.9 02/13/26	USD	99.01232147		103.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.048 	2 	T 4 5/8 02/28/26	(0.13)			2.69 	2.79 	1.8 	1.9 	A2	2023/2/14	BBB+	2023/2/14	A	2023/2/16	4.9	2	2024/8/13	FIXED		2023/2/13	2026/1/13	2026/2/13	C	Sr Unsecured	2000	US	Diversified Finan Serv	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  1,200 	 優先無擔保
				 [NEW-LINE]	 US05581LAA70	 法國巴黎銀行有限責任公司	BNP 4 3/8 09/28/25	USD	97.49195099		102.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.006 							2.77 		1.5 	Baa2	2022/7/5	BBB+	2015/12/2	A-	2020/10/12	4.375	2	2024/3/28	FIXED		2015/9/21		2025/9/28	B	Subordinated	200000	FR	Banks	Financial	N		Tier 2							FR	NPI	穩健型	保守型	Y	PI	積極型	  1,000 	 次順位
	Apple Inc	NPI	 	 [NEW-LINE]	 US037833ES58	 蘋果公司	AAPL 4.421 05/08/26	USD	98.97084045		103.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.086 	(224)	T 4 5/8 02/28/26	0.02 			(27.00)	2.59 	0.1 	2.1 	Aaa	2023/5/8	AA+	2023/5/8		#VALUE!	4.421	2	2024/5/8	FIXED		2023/5/8	2024/5/8	2026/5/8	C	Sr Unsecured	2000	US	Computers	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  1,000 	 優先無擔保
				 [NEW-LINE]	 US084670BS67	 波克夏海瑟威公司	BRK 3 1/8 03/15/26	USD	96.24229431		101.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.094 	(28)	T 4 5/8 02/28/26	0.10 			2.47 	2.55 	1.7 	2.0 	Aa2	2016/3/9	AA	2017/8/22	A+u	2016/3/10	3.125	2	2024/9/15	FIXED		2016/3/8	2025/12/15	2026/3/15	C	Sr Unsecured	2000	US	Insurance	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  2,500 	 優先無擔保
				 [NEW-LINE]	 US606822CQ57	 三菱UFJ金融集團公司	MUFG 5.063 09/12/25	USD	99.02230072		103.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.016 						(2.86)	2.48 	0.5 	1.5 	A1	2022/9/7	A-	2022/9/6	A-	2022/9/6	5.063	2	2024/9/12	VARIABLE	155	2022/9/6	2024/9/12	2025/9/12	C	Sr Unsecured	200000	JP	Banks	Financial	N									JN	NPI	穩健型	保守型	Y	NPI	積極型	  2,000 	 優先無擔保
Kingdom of Saudi Arabia	Kingdom of Saudi Arabia	NPI	 	 [NEW-LINE]	 XS2159975619	 Saudi Government Internation	KSA 2.9 10/22/25	USD	95.8 		100.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.007 	9 	T 4 5/8 02/28/26	(0.07)				2.46 		1.6 	A1	2020/4/16		#VALUE!	A+	2023/4/5	2.9	2	2024/4/22	FIXED		2020/4/15		2025/10/22	B	Sr Unsecured	200000	SA	Sovereign	Government	N									SR	NPI	穩健型	保守型	Y	NPI	穩健型	  2,330 	 優先無擔保
				 [NEW-LINE]	 US404280DE63	 匯豐控股有限公司	HSBC 4.18 12/09/25	USD	98.18245697		102.9 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.029 						0.05 	2.43 	0.7 	1.7 	A3	2022/7/13	A-	2022/6/1	A+	2022/9/23	4.18	2	2024/6/9	VARIABLE	151	2022/5/31	2024/12/9	2025/12/9	C	Sr Unsecured	200000	GB	Banks	Financial	N									EN	NPI	穩健型	保守型	Y	NPI	積極型	  1,250 	 優先無擔保
				 [NEW-LINE]	 US404280DA42	 匯豐控股有限公司	HSBC 2.999 03/10/26	USD	96.74611664		101.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.061 						1.54 	2.27 	1.0 	2.0 	A3	2022/3/8	A-	2022/3/4	A+	2022/9/23	2.999	2	2024/9/10	VARIABLE	143	2022/3/3	2025/3/10	2026/3/10	C	Sr Unsecured	200000	GB	Banks	Financial	N									EN	NPI	穩健型	保守型	Y	NPI	積極型	  1,750 	 優先無擔保
	Microsoft Corp	NPI	 	 [NEW-LINE]	 US594918BJ27	 微軟	MSFT 3 1/8 11/03/25	USD	96.71038818		101.5 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.012 	(24)	T 4 5/8 02/28/26	(0.06)			2.02 	2.19 	1.4 	1.6 	Aaa	2016/7/25	AAA	2015/10/29	WD	2023/1/24	3.125	2	2024/5/3	FIXED		2015/10/29	2025/8/3	2025/11/3	C	Sr Unsecured	2000	US	Software	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  3,000 	 優先無擔保
				 [NEW-LINE]	 USF8586CH211	 法國興業銀行股份有限公司	SOCGEN 4 1/4 04/14/25	USD	97.3511734		102.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	(0.243)							2.12 			Baa3	2015/4/8	BBB-	2020/5/15	BBB	2021/9/23	4.25	2	2024/4/14	FIXED		2015/4/8		2025/4/14	B	Subordinated	200000	FR	Banks	Financial	N		Tier 2							FR	NPI	穩健型	保守型	Y	PI	積極型	  1,500 	 次順位
				 [NEW-LINE]	 USU9273ADK89	 福斯集團(美國)金融	VW 3.95 06/06/25	USD	97.41468811		102.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.026 	40 	T 4 5/8 02/28/26	0.01 				2.09 		1.2 	A3	2022/6/7	BBB+	2022/6/1	A-	2024/1/30	3.95	2	2024/6/6	FIXED		2022/5/31		2025/6/6	B	Sr Unsecured	200000	DE	Auto Manufacturers	Consumer, Cyclical	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  900 	 優先無擔保
				 [NEW-LINE]	 XS2180875077	 中海油田服務新加坡資本	COSL 1 7/8 06/24/25	USD	95.0 		99.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.058 	25 	T 4 5/8 02/28/26	0.01 			2.04 	2.03 	1.2 	1.3 	A3	2020/6/17		#VALUE!	A	2020/6/16	1.875	2	2024/6/24	FIXED		2020/6/17	2025/5/24	2025/6/24	C	Sr Unsecured	200000	CN	Oil&Gas Services	Energy	N									SI	NPI	穩健型	保守型	Y	NPI	穩健型	  500 	 優先無擔保
	Deutsche Bank AG	PI	 	 [NEW-LINE]	 US251525AP63	 德意志銀行	DB 4 1/2 04/01/25	USD	97.64768982		102.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.126 	74 	T 4 5/8 02/28/26	0.06 				1.90 		1.0 	Baa3	2022/10/12	BBB-	2023/12/8	BBB	2023/7/3	4.5	2	2024/4/1	FIXED		2015/3/27		2025/4/1	B	Subordinated	200000	DE	Banks	Financial	N		Tier 2	Non Specified			Discretionary			GE	NPI	穩健型	保守型	Y	PI	積極型	  1,500 	 次順位
				 [NEW-LINE]	 XS1219971774	 渣打集團有限公司	STANLN 3.2 04/17/25	USD	96.75278473		101.5 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.038 							1.72 		1.1 	A3	2021/7/13	BBB+	2016/3/31	A	2021/7/13	3.2	2	2024/4/17	FIXED		2015/4/13		2025/4/17	B	Sr Unsecured	200000	GB	Banks	Financial	N									EN	NPI	穩健型	保守型	Y	NPI	積極型	  750 	 優先無擔保
	Formosa Group Cayman Ltd	NPI	 	 [NEW-LINE]	 XS1214406792	 Formosa Group Cayman Ltd	FORCAY 3 3/8 04/22/25	USD	97.0 		101.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.051 	32 	T 4 5/8 02/28/26	(0.05)				1.67 		1.1 		#VALUE!	BBB+	2020/10/16		#VALUE!	3.375	2	2024/4/22	FIXED		2015/4/14		2025/4/22	B	Sr Unsecured	200000	TW	Chemicals	Basic Materials	N									CI	NPI	穩健型	保守型	Y	NPI	保守型	  1,000 	 優先無擔保
				 [NEW-LINE]	 USF2R125AC99	 法國農業信貸銀行有限責任公司	ACAFP 4 3/8 03/17/25	USD	97.87273407		102.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.006 							1.55 		1.0 	Baa1	2019/9/19	BBB+	2018/10/19	A-	2020/3/30	4.375	2	2024/9/17	FIXED		2015/3/9		2025/3/17	B	Subordinated	200000	FR	Banks	Financial	N		Tier 2							FR	NPI	穩健型	保守型	Y	PI	積極型	  1,500 	 次順位
				 [NEW-LINE]	 US037833BG48	 蘋果公司	AAPL 3.2 05/13/25	USD	97.27697754		102.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.056 	(13)	T 4 5/8 02/28/26	(0.02)				1.40 		1.1 	Aaa	2021/12/21	AA+	2015/5/6		#VALUE!	3.2	2	2024/5/13	FIXED		2015/5/6		2025/5/13	B	Sr Unsecured	2000	US	Computers	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  2,000 	 優先無擔保
				 [NEW-LINE]	 US40428HVL31	 匯豐銀行美國公司	HSBC 5 5/8 03/17/25	USD	99.49201202		104.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.036 							1.26 		1.0 	A2	2023/10/24	A-	2023/3/13	A+	2023/3/17	5.625	2	2024/9/17	FIXED		2023/3/9		2025/3/17	B	Sr Unsecured	200000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  1,250 	 優先無擔保
				 [NEW-LINE]	 USU09513HX08	 寶馬美國資本有限責任公司	BMW 3.9 04/09/25	USD	97.99726868		102.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.046 	(7)	T 4 5/8 02/28/26	(0.01)			0.96 	1.19 	1.0 	1.1 	A2	2020/6/2	A	2020/4/9		#VALUE!	3.9	2	2024/4/9	FIXED		2020/4/6	2025/3/9	2025/4/9	C	Sr Unsecured	2000	DE	Auto Manufacturers	Consumer, Cyclical	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  1,500 	 優先無擔保
Emirate of Abu Dhabi United Ar	Emirate of Abu Dhabi United Ar	NPI	 	 [NEW-LINE]	 XS2125308085	 阿布達比政府國際債券	ADGB 2 1/2 04/16/25	USD	96.5 		101.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.027 	(13)	T 4 5/8 02/28/26	(0.03)				1.18 		1.1 	Aa2u	2020/6/1	AA	2020/4/13	AA	2020/4/14	2.5	2	2024/4/16	FIXED		2020/4/8		2025/4/16	B	Sr Unsecured	200000	AE	Sovereign	Government	N									UA	NPI	穩健型	保守型	Y	NPI	穩健型	  3,000 	 優先無擔保
United States of America	United States of America	NPI	 	 [NEW-LINE]	 US91282CEH07	 美國國庫債券	T 2 5/8 04/15/25	USD	97.0 		101.5 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.016 	(54)	B 03/20/25	0.04 				1.14 		1.1 	Aaa	2022/6/24		#VALUE!	AA+u	2023/8/1	2.625	2	2024/4/15	FIXED				2025/4/15	B	Unsecured	100	US	Sovereign	Government	N								Y	US	NPI	穩健型	防禦型	Y	NPI	防禦型	  56,972 	 優先無擔保
State of Qatar	State of Qatar	NPI	 	 [NEW-LINE]	 XS2155352151	 卡達政府國際債券	QATAR 3.4 04/16/25	USD	97.4 		102.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.023 	(23)	T 4 5/8 02/28/26	(0.05)				1.09 		1.1 	Aa2	2024/1/25	AA	2022/11/4	AA-	2020/4/9	3.4	2	2024/4/16	FIXED		2020/4/7		2025/4/16	B	Sr Unsecured	200000	QA	Sovereign	Government	N									QA	NPI	穩健型	保守型	Y	NPI	穩健型	  2,000 	 優先無擔保
				 [NEW-LINE]	 US172967NQ03	 花旗集團	C 4.14 05/24/25	USD	99.002		103.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.017 						(18.89)	0.83 	0.2 	1.2 	A3	2022/5/20	BBB+	2022/5/20	A	2022/9/19	4.14	2	2024/5/24	VARIABLE	137.2	2022/5/17	2024/5/24	2025/5/24	C	Sr Unsecured	1000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  1,500 	 優先無擔保
				 [NEW-LINE]	 US94974BGH78	 富國銀行	WFC 3 02/19/25	USD	97.21907043		102.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	(0.027)							0.80 		0.9 	A1	2021/7/12	BBB+	2020/7/22	A+	2017/10/3	3	2	2024/8/19	FIXED		2015/2/11		2025/2/19	B	Sr Unsecured	1000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  2,500 	 優先無擔保
				 [NEW-LINE]	 US83368TAW80	 法國興業銀行股份有限公司	SOCGEN 3 01/22/30	USD	85.92631531		0.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.000 						0.00 	0.00 		5.8 	Baa2	2020/1/20	BBB	2020/5/15	A-	2020/5/28	3	2	2024/7/22	FIXED		2020/1/16		2030/1/22	B	Sr Non Preferred	200000	FR	Banks	Financial	N									FR	NPI	穩健型	保守型	Y	0	積極型	  1,250 	 主順位非優先受償無擔保
